product_type,exporter_cnpj,vol,port_of_export,country_of_destination,level,cnpj8,tax_municipality,cnpj,exporter_cnpj_8,branch,tax_municipality_type
SOYBEANS,77294254008098,439114000.0,BARCARENA,CHINA (MAINLAND),1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,9000000.0,SAO LUIS,CHINA (MAINLAND),1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,130468044.0,BARCARENA,EUROPEAN UNION,1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,50000000.0,BARCARENA,JAPAN,1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,5000000.0,SAO LUIS,MAURITIUS,1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,32772000.0,BARCARENA,PORTUGAL,1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77294254008098,66000000.0,BARCARENA,TURKEY,1,77294254,BR-1503606,77294254008098,7729425,Branch 1,logistics hub
SOYBEANS,77752293000198,1000000.0,PARANAGUA,CHINA (MAINLAND),5,77752293,BR-4115804,77752293000198,7775229,out of scope,
SOYBEAN OIL,77752293000279,3608500.0,PARANAGUA,CHINA (MAINLAND),5,77752293,BR-4125704,77752293000279,7775229,out of scope,
SOYBEAN OIL,77752293000279,3092999.9999999995,PARANAGUA,MALAYSIA,5,77752293,BR-4125704,77752293000279,7775229,out of scope,
SOYBEAN CAKE,77752293001160,2062000.0,PARANAGUA,EUROPEAN UNION,5,77752293,BR-4105300,77752293001160,7775229,out of scope,
SOYBEAN OIL,77752293001240,1546499.9999999998,PARANAGUA,BANGLADESH,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN OIL,77752293001240,732009.9999999999,PARANAGUA,CHINA (MAINLAND),3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEANS,77752293001240,25000000.0,PARANAGUA,CHINA (MAINLAND),3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN CAKE,77752293001240,3092999.9999999995,PARANAGUA,FRANCE,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN OIL,77752293001240,4639500.0,PARANAGUA,INDIA,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN CAKE,77752293001240,1031000.0,PARANAGUA,SOUTH KOREA,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN CAKE,77752293001240,2062000.0,PARANAGUA,THAILAND,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN CAKE,77752293001240,1031000.0,PARANAGUA,TURKEY,3,77752293,BR-4105300,77752293001240,7775229,out of scope,
SOYBEAN OIL,77752293006048,515500.0,PARANAGUA,INDIA,5,77752293,BR-4115606,77752293006048,7775229,out of scope,
SOYBEAN CAKE,77752293006048,5155000.0,PARANAGUA,POLAND,5,77752293,BR-4115606,77752293006048,7775229,out of scope,
SOYBEAN CAKE,77752293006129,3608500.0,PARANAGUA,FRANCE,5,77752293,BR-3550308,77752293006129,7775229,out of scope,
SOYBEAN OIL,77752293006129,1031000.0,PARANAGUA,INDIA,5,77752293,BR-3550308,77752293006129,7775229,out of scope,
SOYBEAN OIL,77752293006129,985732.914,PARANAGUA,MALAYSIA,5,77752293,BR-3550308,77752293006129,7775229,out of scope,
SOYBEAN CAKE,77752293006129,1031000.0,PARANAGUA,POLAND,5,77752293,BR-3550308,77752293006129,7775229,out of scope,
SOYBEAN CAKE,77752293006129,118565.0,PARANAGUA,THAILAND,5,77752293,BR-3550308,77752293006129,7775229,out of scope,
SOYBEANS,77752293006200,63100000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,77752293,BR-4219507,77752293006200,7775229,out of scope,
SOYBEANS,77752293006200,4000000.0,SAO FRANCISCO DO SUL,PAKISTAN,4,77752293,BR-4219507,77752293006200,7775229,out of scope,
SOYBEANS,77752293006200,544365.0,SAO FRANCISCO DO SUL,TAIWAN,4,77752293,BR-4219507,77752293006200,7775229,out of scope,
SOYBEAN OIL,77752293007010,2062000.0,PARANAGUA,BANGLADESH,5,77752293,BR-4123501,77752293007010,7775229,out of scope,
SOYBEANS,77752293007010,15000000.0,PARANAGUA,CHINA (MAINLAND),5,77752293,BR-4123501,77752293007010,7775229,out of scope,
SOYBEAN OIL,77752293007281,3970367.597,PARANAGUA,MALAYSIA,5,77752293,BR-4123501,77752293007281,7775229,out of scope,
SOYBEAN OIL,77752293008091,2062000.0,PARANAGUA,PAKISTAN,5,77752293,BR-3550308,77752293008091,7775229,out of scope,
SOYBEAN CAKE,77752293008091,1031000.0,PARANAGUA,SOUTH KOREA,5,77752293,BR-3550308,77752293008091,7775229,out of scope,
SOYBEAN OIL,77752293008687,413734.114,PARANAGUA,INDIA,5,77752293,BR-4125704,77752293008687,7775229,out of scope,
SOYBEANS,77752293009497,60835166.0,PARANAGUA,CHINA (MAINLAND),4,77752293,BR-5003702,77752293009497,7775229,out of scope,
SOYBEANS,77752293009497,5000000.0,PARANAGUA,VIETNAM,4,77752293,BR-5003702,77752293009497,7775229,out of scope,
SOYBEANS,77752293014229,5027965.0,PARANAGUA,CHINA (MAINLAND),5,77752293,BR-4104808,77752293014229,7775229,out of scope,
SOYBEANS,77752293014229,20000000.0,RIO GRANDE,CHINA (MAINLAND),5,77752293,BR-4104808,77752293014229,7775229,out of scope,
SOYBEANS,77753275000120,20000000.0,PARANAGUA,BANGLADESH,1,77753275,BR-4106902,77753275000120,7775327,Branch 1,logistics hub
SOYBEANS,77753275000120,141000000.0,PARANAGUA,CHINA (MAINLAND),1,77753275,BR-4106902,77753275000120,7775327,Branch 1,logistics hub
SOYBEANS,77753275000120,2000000.0,PARANAGUA,IRAN,1,77753275,BR-4106902,77753275000120,7775327,Branch 1,logistics hub
SOYBEANS,77753275000120,2300000.0,PARANAGUA,THAILAND,1,77753275,BR-4106902,77753275000120,7775327,Branch 1,logistics hub
SOYBEANS,77753275000392,9000000.0,PARANAGUA,CHINA (MAINLAND),1,77753275,BR-4125704,77753275000392,7775327,Branch 1,logistics hub
SOYBEANS,77753275000473,12500000.0,PARANAGUA,CHINA (MAINLAND),1,77753275,BR-4110953,77753275000473,7775327,Branch 1,logistics hub
SOYBEANS,77753275000554,2000000.0,PARANAGUA,CHINA (MAINLAND),1,77753275,BR-4104808,77753275000554,7775327,Branch 1,logistics hub
SOYBEANS,77804847000153,2300000.0,PARANAGUA,CHINA (MAINLAND),1,77804847,BR-4123808,77804847000153,7780484,Branch 1,logistics hub
SOYBEANS,77804847000234,3300000.0,PARANAGUA,CHINA (MAINLAND),1,77804847,BR-4123808,77804847000234,7780484,Branch 1,logistics hub
SOYBEAN OIL,77856995000111,1976503.294,PARANAGUA,BANGLADESH,1,77856995,BR-4117909,77856995000111,7785699,Branch 1,logistics hub
SOYBEAN OIL,77856995000111,3778446.947,PARANAGUA,INDIA,1,77856995,BR-4117909,77856995000111,7785699,Branch 1,logistics hub
SOYBEAN CAKE,77856995000111,7323559.004999999,PARANAGUA,SOUTH KOREA,1,77856995,BR-4117909,77856995000111,7785699,Branch 1,logistics hub
SOYBEAN CAKE,77856995000111,23334709.604,PARANAGUA,TURKEY,1,77856995,BR-4117909,77856995000111,7785699,Branch 1,logistics hub
SOYBEANS,77856995001436,2468778.0,PARANAGUA,CHINA (MAINLAND),1,77856995,BR-4102000,77856995001436,7785699,Branch 1,logistics hub
SOYBEANS,77856995001789,2984818.0,PARANAGUA,CHINA (MAINLAND),1,77856995,BR-4104808,77856995001789,7785699,Branch 1,logistics hub
SOYBEAN CAKE,77856995002327,916311.56,PARANAGUA,EUROPEAN UNION,1,77856995,BR-4125753,77856995002327,7785699,Branch 1,logistics hub
SOYBEAN OIL,77856995003560,763532.825,PARANAGUA,INDIA,1,77856995,BR-4109757,77856995003560,7785699,Branch 1,logistics hub
SOYBEANS,77863223000107,326382.0,PARANAGUA,CHINA (MAINLAND),1,77863223,BR-4117909,77863223000107,7786322,Branch 1,logistics hub
SOYBEANS,77863223000107,10500000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),1,77863223,BR-4117909,77863223000107,7786322,Branch 1,logistics hub
SOYBEANS,77863223000298,16704470.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4115358,77863223000298,7786322,Branch 2,logistics hub
SOYBEANS,77863223000298,3658350.0,PARANAGUA,THAILAND,2,77863223,BR-4115358,77863223000298,7786322,Branch 2,logistics hub
SOYBEANS,77863223000379,6291454.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4102000,77863223000379,7786322,Branch 2,logistics hub
SOYBEANS,77863223000450,798241.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4127403,77863223000450,7786322,Branch 2,logistics hub
SOYBEANS,77863223000450,39346.0,PARANAGUA,THAILAND,2,77863223,BR-4127403,77863223000450,7786322,Branch 2,logistics hub
SOYBEANS,77863223000450,36090.0,PARANAGUA,VIETNAM,2,77863223,BR-4127403,77863223000450,7786322,Branch 2,logistics hub
SOYBEANS,77863223000700,686360.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4127403,77863223000700,7786322,Branch 2,logistics hub
SOYBEANS,77863223001189,2983615.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4115358,77863223001189,7786322,Branch 2,logistics hub
SOYBEANS,77863223001340,197086.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5106224,77863223001340,7786322,Branch 2,logistics hub
SOYBEANS,77863223001693,15000000.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4115358,77863223001693,7786322,Branch 2,logistics hub
SOYBEANS,77863223002312,112378999.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),1,77863223,BR-4200101,77863223002312,7786322,Branch 1,logistics hub
SOYBEANS,77863223002312,7700000.0,SAO FRANCISCO DO SUL,PAKISTAN,1,77863223,BR-4200101,77863223002312,7786322,Branch 1,logistics hub
SOYBEANS,77863223002312,362873.0,SAO FRANCISCO DO SUL,TAIWAN,1,77863223,BR-4200101,77863223002312,7786322,Branch 1,logistics hub
SOYBEANS,77863223002665,3848207.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4102000,77863223002665,7786322,Branch 2,logistics hub
SOYBEANS,77863223003203,5722212.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4117222,77863223003203,7786322,Branch 2,logistics hub
SOYBEANS,77863223003203,42130.0,PARANAGUA,THAILAND,2,77863223,BR-4117222,77863223003203,7786322,Branch 2,logistics hub
SOYBEANS,77863223003394,313255.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4117909,77863223003394,7786322,Branch 2,logistics hub
SOYBEANS,77863223003394,332588.0,PARANAGUA,THAILAND,2,77863223,BR-4117909,77863223003394,7786322,Branch 2,logistics hub
SOYBEANS,77863223003394,248737.0,PARANAGUA,VIETNAM,2,77863223,BR-4117909,77863223003394,7786322,Branch 2,logistics hub
SOYBEANS,77863223004790,6265267.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4108320,77863223004790,7786322,Branch 2,logistics hub
SOYBEANS,77863223005842,1155515.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4102000,77863223005842,7786322,Branch 2,logistics hub
SOYBEANS,77863223006148,1070145.9375,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4103370,77863223006148,7786322,Branch 2,logistics hub
SOYBEANS,77863223006490,6736295.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5007208,77863223006490,7786322,Branch 2,logistics hub
SOYBEANS,77863223006490,3286530.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77863223,BR-5007208,77863223006490,7786322,Branch 2,logistics hub
SOYBEANS,77863223006490,980801.0,PARANAGUA,VIETNAM,2,77863223,BR-5007208,77863223006490,7786322,Branch 2,logistics hub
SOYBEANS,77863223006652,1442806.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5003801,77863223006652,7786322,Branch 2,logistics hub
SOYBEANS,77863223007110,8435545.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5000609,77863223007110,7786322,Branch 2,logistics hub
SOYBEANS,77863223007110,557124.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77863223,BR-5000609,77863223007110,7786322,Branch 2,logistics hub
SOYBEANS,77863223007110,15428.0,PARANAGUA,VIETNAM,2,77863223,BR-5000609,77863223007110,7786322,Branch 2,logistics hub
SOYBEANS,77863223007381,1252897.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5107248,77863223007381,7786322,Branch 2,logistics hub
SOYBEANS,77863223007543,36337.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77863223,BR-5002407,77863223007543,7786322,Branch 2,logistics hub
SOYBEANS,77863223007705,5000000.0,PARANAGUA,CHINA (MAINLAND),5,77863223,BR-3550308,77863223007705,7786322,out of scope,
SOYBEANS,77863223007977,2110585.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5004502,77863223007977,7786322,Branch 2,logistics hub
SOYBEANS,77863223008000,2039198.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5108501,77863223008000,7786322,Branch 2,logistics hub
SOYBEANS,77863223008434,223468.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5007950,77863223008434,7786322,Branch 2,logistics hub
SOYBEANS,77863223009325,50055.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5106240,77863223009325,7786322,Branch 2,logistics hub
SOYBEANS,77863223009678,583211.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5005707,77863223009678,7786322,Branch 2,logistics hub
SOYBEANS,77863223009678,1069620.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77863223,BR-5005707,77863223009678,7786322,Branch 2,logistics hub
SOYBEANS,77863223009678,62820.0,PARANAGUA,THAILAND,2,77863223,BR-5005707,77863223009678,7786322,Branch 2,logistics hub
SOYBEANS,77863223009678,2499049.0,PARANAGUA,VIETNAM,2,77863223,BR-5005707,77863223009678,7786322,Branch 2,logistics hub
SOYBEANS,77863223009759,19649479.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5003702,77863223009759,7786322,Branch 2,logistics hub
SOYBEANS,77863223009759,500000.0,PARANAGUA,VIETNAM,2,77863223,BR-5003702,77863223009759,7786322,Branch 2,logistics hub
SOYBEANS,77863223009830,50389.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,77863223,BR-4127205,77863223009830,7786322,Branch 2,logistics hub
SOYBEANS,77863223010099,432036.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4122503,77863223010099,7786322,Branch 2,logistics hub
SOYBEANS,77863223010170,1150237.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4121109,77863223010170,7786322,Branch 2,logistics hub
SOYBEANS,77863223010170,300000.0,PARANAGUA,THAILAND,2,77863223,BR-4121109,77863223010170,7786322,Branch 2,logistics hub
SOYBEANS,77863223010250,70000.0,PARANAGUA,THAILAND,2,77863223,BR-4114005,77863223010250,7786322,Branch 2,logistics hub
SOYBEANS,77863223010331,25000000.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4108601,77863223010331,7786322,Branch 2,logistics hub
SOYBEANS,77863223010331,34773.0,PARANAGUA,VIETNAM,2,77863223,BR-4108601,77863223010331,7786322,Branch 2,logistics hub
SOYBEANS,77863223010412,1202546.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4103909,77863223010412,7786322,Branch 2,logistics hub
SOYBEANS,77863223010501,403668.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4116802,77863223010501,7786322,Branch 2,logistics hub
SOYBEANS,77863223010684,28528.0,PARANAGUA,THAILAND,2,77863223,BR-4104303,77863223010684,7786322,Branch 2,logistics hub
SOYBEANS,77863223010684,23960.0,PARANAGUA,VIETNAM,2,77863223,BR-4104303,77863223010684,7786322,Branch 2,logistics hub
SOYBEANS,77863223010846,1245707.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4114500,77863223010846,7786322,Branch 2,logistics hub
SOYBEANS,77863223010846,247679.0,PARANAGUA,VIETNAM,2,77863223,BR-4114500,77863223010846,7786322,Branch 2,logistics hub
SOYBEANS,77863223011060,854733.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4125001,77863223011060,7786322,Branch 2,logistics hub
SOYBEANS,77863223011575,86583.0,PARANAGUA,THAILAND,2,77863223,BR-4119608,77863223011575,7786322,Branch 2,logistics hub
SOYBEANS,77863223011656,13999999.99957275,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4109401,77863223011656,7786322,Branch 2,logistics hub
SOYBEANS,77863223013780,5111214.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-4127403,77863223013780,7786322,Branch 2,logistics hub
SOYBEANS,77863223013780,413483.0,PARANAGUA,VIETNAM,2,77863223,BR-4127403,77863223013780,7786322,Branch 2,logistics hub
SOYBEANS,77863223014086,714110.0,PARANAGUA,CHINA (MAINLAND),2,77863223,BR-5103700,77863223014086,7786322,Branch 2,logistics hub
SOYBEAN CAKE,77890846000179,7732499.999999999,PARANAGUA,EGYPT,1,77890846,BR-4109401,77890846000179,7789084,Branch 1,logistics hub
SOYBEAN CAKE,77890846000179,9279000.0,PARANAGUA,EUROPEAN UNION,1,77890846,BR-4109401,77890846000179,7789084,Branch 1,logistics hub
SOYBEAN OIL,77890846000179,1031000.0,PARANAGUA,MADAGASCAR,1,77890846,BR-4109401,77890846000179,7789084,Branch 1,logistics hub
SOYBEAN CAKE,77890846000179,8296456.999999999,PARANAGUA,NETHERLANDS,1,77890846,BR-4109401,77890846000179,7789084,Branch 1,logistics hub
SOYBEAN CAKE,77890846000250,5155000.0,PARANAGUA,POLAND,1,77890846,BR-4119301,77890846000250,7789084,Branch 1,logistics hub
SOYBEAN OIL,77890846000764,1031000.0,PARANAGUA,CHINA (MAINLAND),5,77890846,BR-4109401,77890846000764,7789084,out of scope,
SOYBEAN CAKE,77890846001655,2062000.0,PARANAGUA,POLAND,2,77890846,BR-4109401,77890846001655,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846002708,5155000.0,PARANAGUA,EUROPEAN UNION,2,77890846,BR-4109401,77890846002708,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846002708,16805300.0,PARANAGUA,SOUTH KOREA,2,77890846,BR-4109401,77890846002708,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846003941,8285115.999999999,PARANAGUA,EUROPEAN UNION,5,77890846,BR-4109401,77890846003941,7789084,out of scope,
SOYBEAN CAKE,77890846003941,1031000.0,PARANAGUA,FRANCE,5,77890846,BR-4109401,77890846003941,7789084,out of scope,
SOYBEAN CAKE,77890846003941,23197500.0,PARANAGUA,NETHERLANDS,5,77890846,BR-4109401,77890846003941,7789084,out of scope,
SOYBEAN CAKE,77890846003941,17527000.0,PARANAGUA,SOUTH KOREA,5,77890846,BR-4109401,77890846003941,7789084,out of scope,
SOYBEAN CAKE,77890846004247,60795341.97399999,ANTONINA,FRANCE,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,2134170.0,PARANAGUA,GERMANY,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,29988748.55,ANTONINA,NETHERLANDS,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,58609257.0,PARANAGUA,NETHERLANDS,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,1546499.9999999998,PARANAGUA,SLOVENIA,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,15465000.0,PARANAGUA,SOUTH KOREA,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004247,13880131.335,PARANAGUA,SPAIN,2,77890846,BR-4109401,77890846004247,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004328,581308.73,PARANAGUA,EUROPEAN UNION,2,77890846,BR-4109401,77890846004328,7789084,Branch 2,logistics hub
SOYBEAN CAKE,77890846004328,1334289.2699999998,PARANAGUA,FRANCE,2,77890846,BR-4109401,77890846004328,7789084,Branch 2,logistics hub
SOYBEAN CAKE,78907771002440,1464789.126,PARANAGUA,TURKEY,4,78907771,BR-4106407,78907771002440,7890777,out of scope,
SOYBEANS,78956968000426,2500000.0,PARANAGUA,CHINA (MAINLAND),1,78956968,BR-4111100,78956968000426,7895696,Branch 1,logistics hub
SOYBEANS,78956968005495,5000000.0,PARANAGUA,BANGLADESH,1,78956968,BR-4114807,78956968005495,7895696,Branch 1,logistics hub
SOYBEANS,79038097000181,29300000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,79038097,BR-4113700,79038097000181,7903809,Branch 2,logistics hub
SOYBEAN CAKE,79038097000181,71249.317,PARANAGUA,POLAND,2,79038097,BR-4113700,79038097000181,7903809,Branch 2,logistics hub
SOYBEANS,79038097001153,275000.0,PARANAGUA,CHINA (MAINLAND),4,79038097,BR-4102802,79038097001153,7903809,out of scope,
SOYBEANS,79038097001153,26450000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,79038097,BR-4102802,79038097001153,7903809,out of scope,
SOYBEAN CAKE,79038097001153,5483232.253,SANTOS,INDONESIA,4,79038097,BR-4102802,79038097001153,7903809,out of scope,
SOYBEAN CAKE,79038097001153,9906088.223,PARANAGUA,POLAND,4,79038097,BR-4102802,79038097001153,7903809,out of scope,
SOYBEAN CAKE,79038097001153,123720.0,PARANAGUA,SOUTH KOREA,4,79038097,BR-4102802,79038097001153,7903809,out of scope,
SOYBEAN OIL,79038097003873,186381.087,PARANAGUA,CHINA (MAINLAND),4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,5413104.0,PARANAGUA,CHINA (MAINLAND),4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,14207296.0,RIO GRANDE,CHINA (MAINLAND),4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,1500000.0,SALVADOR,CHINA (MAINLAND),4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,16456657.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEAN OIL,79038097003873,1123418.84,PARANAGUA,INDIA,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,2548749.0,SALVADOR,MAURITIUS,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,1000000.0,SAO FRANCISCO DO SUL,PAKISTAN,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEAN CAKE,79038097003873,16072636.8615,PARANAGUA,POLAND,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEAN CAKE,79038097003873,3092999.9999999995,SALVADOR,SOUTH KOREA,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,2893681.0,PARANAGUA,TAIWAN,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEANS,79038097003873,105095.0,SAO FRANCISCO DO SUL,TAIWAN,4,79038097,BR-4102802,79038097003873,7903809,out of scope,
SOYBEAN CAKE,79114450000165,7216999.999999999,PARANAGUA,SOUTH KOREA,1,79114450,BR-4115200,79114450000165,7911445,Branch 1,logistics hub
SOYBEANS,79114450000408,3000000.0,PARANAGUA,IRAN,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450000408,2062000.0,PARANAGUA,NETHERLANDS,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450000408,8247999.999999999,PARANAGUA,POLAND,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450000408,42361057.85,PARANAGUA,SOUTH KOREA,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450000408,3608500.0,PARANAGUA,SPAIN,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450000408,4587950.0,PARANAGUA,TURKEY,2,79114450,BR-4115200,79114450000408,7911445,Branch 2,logistics hub
SOYBEAN OIL,79114450000912,55612.13999999999,SANTOS,GUYANA,3,79114450,BR-4115200,79114450000912,7911445,out of scope,
SOYBEAN OIL,79114450000912,55612.13999999999,SANTOS,PANAMA,3,79114450,BR-4115200,79114450000912,7911445,out of scope,
SOYBEAN OIL,79114450000912,332955.264,SANTOS,VENEZUELA,3,79114450,BR-4115200,79114450000912,7911445,out of scope,
SOYBEAN CAKE,79114450001722,24208775.939,PARANAGUA,EUROPEAN UNION,2,79114450,BR-4115200,79114450001722,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450001722,5155000.0,PARANAGUA,NETHERLANDS,2,79114450,BR-4115200,79114450001722,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450001722,5051900.0,PARANAGUA,POLAND,2,79114450,BR-4115200,79114450001722,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450001722,42709995.676,PARANAGUA,SOUTH KOREA,2,79114450,BR-4115200,79114450001722,7911445,Branch 2,logistics hub
SOYBEAN CAKE,79114450015197,8247999.999999999,PARANAGUA,SPAIN,5,79114450,BR-4115200,79114450015197,7911445,out of scope,
SOYBEANS,81175416000142,2000000.0,PARANAGUA,BANGLADESH,1,81175416,BR-4124053,81175416000142,8117541,Branch 1,logistics hub
SOYBEANS,81175416000142,14700000.0,PARANAGUA,CHINA (MAINLAND),1,81175416,BR-4124053,81175416000142,8117541,Branch 1,logistics hub
SOYBEANS,81175416000657,2000000.0,PARANAGUA,CHINA (MAINLAND),1,81175416,BR-4123501,81175416000657,8117541,Branch 1,logistics hub
SOYBEANS,81175416001467,2000000.0,PARANAGUA,CHINA (MAINLAND),1,81175416,BR-4104808,81175416001467,8117541,Branch 1,logistics hub
SOYBEAN OIL,81584278000155,2065514.679,PARANAGUA,INDIA,1,81584278,BR-4114609,81584278000155,8158427,Branch 1,logistics hub
SOYBEAN CAKE,81584278000155,15464999.999999998,SALVADOR,ROMANIA,1,81584278,BR-4114609,81584278000155,8158427,Branch 1,logistics hub
SOYBEAN CAKE,83054478000121,1803513.866,PARANAGUA,POLAND,5,83054478,BR-4203006,83054478000121,8305447,out of scope,
SOYBEANS,83054478000121,185538.0,PARANAGUA,THAILAND,5,83054478,BR-4203006,83054478000121,8305447,out of scope,
SOYBEAN OIL,84046101000193,1205202.915,ITAJAI,ANGOLA,1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
SOYBEAN OIL,84046101000193,127788.326,ITAJAI,ANTIGUA AND BARBUDA,1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
SOYBEAN OIL,84046101000193,3092999.9999999995,PARANAGUA,BANGLADESH,1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
SOYBEAN OIL,84046101000193,14923.725,ITAJAI,CAPE VERDE,1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
SOYBEAN OIL,84046101000193,2588915.232,SAO FRANCISCO DO SUL,CHILE,1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
SOYBEAN OIL,84046101000193,351006.01200000005,ITAJAI,CHINA (MAINLAND),1,84046101,BR-4205902,84046101000193,8404610,Branch 1,logistics hub
