product_type,exporter_cnpj,vol,port_of_export,country_of_destination,level,cnpj8,tax_municipality,cnpj,exporter_cnpj_8,branch,tax_municipality_type
SOYBEANS,14796754000457,180324759.0,RIO GRANDE,CHINA (MAINLAND),4,14796754,BR-4314902,14796754000457,1479675,out of scope,
SOYBEANS,14796754000457,41682000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,14796754,BR-4314902,14796754000457,1479675,out of scope,
SOYBEANS,14796754000457,4300000.0,RIO GRANDE,TAIWAN,4,14796754,BR-4314902,14796754000457,1479675,out of scope,
SOYBEANS,14796754000457,11000000.0,SAO FRANCISCO DO SUL,TAIWAN,4,14796754,BR-4314902,14796754000457,1479675,out of scope,
SOYBEANS,14796754000538,97375670.25,PARANAGUA,CHINA (MAINLAND),4,14796754,BR-4106902,14796754000538,1479675,out of scope,
SOYBEAN CAKE,14796754000538,8941553.7,PARANAGUA,FRANCE,4,14796754,BR-4106902,14796754000538,1479675,out of scope,
SOYBEANS,14796754000538,20000000.0,PARANAGUA,INDONESIA,4,14796754,BR-4106902,14796754000538,1479675,out of scope,
SOYBEAN CAKE,14796754000538,781492.845,PARANAGUA,POLAND,4,14796754,BR-4106902,14796754000538,1479675,out of scope,
SOYBEANS,14796754000880,30000000.0,BARCARENA,ITALY,4,14796754,BR-3203205,14796754000880,1479675,out of scope,
SOYBEANS,14796754000880,3951504.0,SANTOS,THAILAND,4,14796754,BR-3203205,14796754000880,1479675,out of scope,
SOYBEANS,14796754000961,136580166.0,PARANAGUA,CHINA (MAINLAND),4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEANS,14796754000961,15021590.0,PARANAGUA,INDONESIA,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEANS,14796754000961,5566706.0,PARANAGUA,IRAN,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEAN CAKE,14796754000961,7216999.999999999,PARANAGUA,SOUTH KOREA,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEAN CAKE,14796754000961,3092999.9999999995,PARANAGUA,SPAIN,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEANS,14796754000961,37826.0,PARANAGUA,TAIWAN,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEAN CAKE,14796754000961,25655735.982,PARANAGUA,TURKEY,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEANS,14796754000961,5000000.0,PARANAGUA,VIETNAM,4,14796754,BR-4118204,14796754000961,1479675,out of scope,
SOYBEANS,14796754001186,55000.0,BARCARENA,ITALY,4,14796754,BR-2919553,14796754001186,1479675,out of scope,
SOYBEANS,14796754001186,55000000.0,BARCARENA,TURKEY,4,14796754,BR-2919553,14796754001186,1479675,out of scope,
SOYBEANS,14865724000102,38134.0,SANTOS,CHINA (MAINLAND),4,14865724,BR-3506508,14865724000102,1486572,out of scope,
SOYBEAN OIL,15494525000106,522498.428,PARANAGUA,EGYPT,5,15494525,BR-2611101,15494525000106,1549452,out of scope,
SOYBEANS,15527906000136,25298470.0,RIO GRANDE,CHINA (MAINLAND),2,15527906,BR-3550308,15527906000136,1552790,Branch 2,logistics hub
SOYBEANS,15527906000136,7000000.0,SALVADOR,CHINA (MAINLAND),2,15527906,BR-3550308,15527906000136,1552790,Branch 2,logistics hub
SOYBEANS,15527906000136,2000000.0,VITORIA,CHINA (MAINLAND),2,15527906,BR-3550308,15527906000136,1552790,Branch 2,logistics hub
SOYBEANS,15527906003313,4350000.0,PARANAGUA,CHINA (MAINLAND),5,15527906,BR-4119905,15527906003313,1552790,out of scope,
SOYBEAN CAKE,15527906003313,5155000.0,PARANAGUA,SINGAPORE,5,15527906,BR-4119905,15527906003313,1552790,out of scope,
SOYBEAN CAKE,15527906003313,24139221.585999995,PARANAGUA,SOUTH KOREA,5,15527906,BR-4119905,15527906003313,1552790,out of scope,
SOYBEANS,15527906003313,16500000.0,PARANAGUA,THAILAND,5,15527906,BR-4119905,15527906003313,1552790,out of scope,
SOYBEAN CAKE,15527906003313,26084300.0,PARANAGUA,TURKEY,5,15527906,BR-4119905,15527906003313,1552790,out of scope,
SOYBEANS,15527906003402,17823692.0,RIO GRANDE,CHINA (MAINLAND),5,15527906,BR-3524303,15527906003402,1552790,out of scope,
SOYBEANS,15527906003666,2742632.0,PARANAGUA,CHINA (MAINLAND),2,15527906,BR-3526704,15527906003666,1552790,Branch 2,logistics hub
SOYBEAN OIL,15527906003666,1237200.0,PARANAGUA,INDIA,2,15527906,BR-3526704,15527906003666,1552790,Branch 2,logistics hub
SOYBEAN CAKE,15527906003666,44539200.0,PARANAGUA,SOUTH KOREA,2,15527906,BR-3526704,15527906003666,1552790,Branch 2,logistics hub
SOYBEAN CAKE,15527906003666,29094820.0,SANTOS,VIETNAM,2,15527906,BR-3526704,15527906003666,1552790,Branch 2,logistics hub
SOYBEANS,15527906003747,12127452.0,RIO GRANDE,CHINA (MAINLAND),5,15527906,BR-3548500,15527906003747,1552790,out of scope,
SOYBEANS,15660513000104,15440000.0,PARANAGUA,CHINA (MAINLAND),1,15660513,BR-4117909,15660513000104,1566051,Branch 1,logistics hub
SOYBEANS,15660513000104,17370.0,PARANAGUA,JAPAN,1,15660513,BR-4117909,15660513000104,1566051,Branch 1,logistics hub
SOYBEANS,15660513000104,4500000.0,PARANAGUA,VIETNAM,1,15660513,BR-4117909,15660513000104,1566051,Branch 1,logistics hub
SOYBEAN OIL,16712996000106,2076265.947,SANTOS,VENEZUELA,4,16712996,BR-4303509,16712996000106,1671299,out of scope,
SOYBEANS,17689853000185,109800.0,SANTOS,CHINA (MAINLAND),3,17689853,BR-5203500,17689853000185,1768985,out of scope,
SOYBEAN CAKE,18200245000128,6705743.596,PARANAGUA,FRANCE,1,18200245,BR-1506138,18200245000128,1820024,Branch 1,logistics hub
SOYBEAN CAKE,18200245000128,4925969.535999998,PARANAGUA,TURKEY,1,18200245,BR-1506138,18200245000128,1820024,Branch 1,logistics hub
SOYBEANS,18364705000153,20060.0,SANTOS,JAPAN,5,18364705,BR-4208203,18364705000153,1836470,out of scope,
SOYBEANS,18483666000103,5000000.0,BARCARENA,EUROPEAN UNION,1,18483666,BR-3550308,18483666000103,1848366,Branch 1,logistics hub
SOYBEANS,18483666000103,31200000.0,BARCARENA,ITALY,1,18483666,BR-3550308,18483666000103,1848366,Branch 1,logistics hub
SOYBEANS,18483666000103,35000000.0,BARCARENA,RUSSIAN FEDERATION,1,18483666,BR-3550308,18483666000103,1848366,Branch 1,logistics hub
SOYBEANS,18483666000294,1436500.0,PARANAGUA,CHINA (MAINLAND),1,18483666,BR-5107040,18483666000294,1848366,Branch 1,logistics hub
SOYBEANS,18483666000456,39563500.0,PARANAGUA,CHINA (MAINLAND),1,18483666,BR-4113700,18483666000456,1848366,Branch 1,logistics hub
SOYBEANS,18483666000456,1000000.0,PARANAGUA,VIETNAM,1,18483666,BR-4113700,18483666000456,1848366,Branch 1,logistics hub
SOYBEAN CAKE,19036108000162,55673.99999999999,SANTOS,BELGIUM,4,19036108,BR-4321105,19036108000162,1903610,out of scope,
SOYBEANS,19036108000162,62400.0,SANTOS,BELGIUM,4,19036108,BR-4321105,19036108000162,1903610,out of scope,
SOYBEANS,19441249000160,71000000.0,SANTOS,CHINA (MAINLAND),4,19441249,BR-3518701,19441249000160,1944124,out of scope,
SOYBEANS,19441249000160,139431000.0,SANTOS,SINGAPORE,4,19441249,BR-3518701,19441249000160,1944124,out of scope,
SOYBEANS,19931971000183,4818.0,PARANAGUA,CHINA (MAINLAND),4,19931971,BR-3116605,19931971000183,1993197,out of scope,
SOYBEANS,19931971000183,287225.0,RIO GRANDE,CHINA (MAINLAND),4,19931971,BR-3116605,19931971000183,1993197,out of scope,
SOYBEAN OIL,20148953000109,1570450.13,PARANAGUA,BANGLADESH,4,20148953,BR-3133808,20148953000109,2014895,out of scope,
SOYBEAN CAKE,20148953000109,4902735.950999999,PARANAGUA,DENMARK,4,20148953,BR-3133808,20148953000109,2014895,out of scope,
SOYBEANS,20612931000158,3700000.0,PARANAGUA,CHINA (MAINLAND),3,20612931,BR-3550308,20612931000158,2061293,out of scope,
SOYBEANS,20612931000310,1549139.0,PARANAGUA,CHINA (MAINLAND),3,20612931,BR-4106902,20612931000310,2061293,out of scope,
SOYBEANS,20612931000310,1000000.0,PARANAGUA,VIETNAM,3,20612931,BR-4106902,20612931000310,2061293,out of scope,
SOYBEANS,21294708000172,182951679.0,PARANAGUA,CHINA (MAINLAND),1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,113593484.0,SANTOS,CHINA (MAINLAND),1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,65700000.0,VITORIA,CHINA (MAINLAND),1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,3000000.0,PARANAGUA,IRAN,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,70000000.0,VITORIA,SOUTH KOREA,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,275000.0,PARANAGUA,THAILAND,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,8000000.0,SANTOS,THAILAND,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,6600000.0,VITORIA,THAILAND,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,12814613.0,BARCARENA,TURKEY,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000172,8000000.0,PARANAGUA,VIETNAM,1,21294708,BR-3550308,21294708000172,2129470,Branch 1,logistics hub
SOYBEANS,21294708000253,51681696.0,PARANAGUA,CHINA (MAINLAND),4,21294708,BR-4113700,21294708000253,2129470,out of scope,
SOYBEANS,21294708000334,38229885.0,PARANAGUA,CHINA (MAINLAND),4,21294708,BR-4118204,21294708000334,2129470,out of scope,
SOYBEANS,21294708000415,60000000.0,SANTOS,TAIWAN,1,21294708,BR-5218805,21294708000415,2129470,Branch 1,logistics hub
SOYBEANS,21294708000687,90000000.0,RIO GRANDE,CHINA (MAINLAND),4,21294708,BR-4315602,21294708000687,2129470,out of scope,
SOYBEAN CAKE,21294708000687,63303399.99999999,RIO GRANDE,SLOVENIA,4,21294708,BR-4315602,21294708000687,2129470,out of scope,
SOYBEANS,23150901000165,31500000.0,VITORIA,LITHUANIA,4,23150901,BR-3550308,23150901000165,2315090,out of scope,
SOYBEANS,23150901000165,86800000.0,BARCARENA,RUSSIAN FEDERATION,4,23150901,BR-3550308,23150901000165,2315090,out of scope,
SOYBEAN OIL,23150901000165,30930000.0,VITORIA,RUSSIAN FEDERATION,4,23150901,BR-3550308,23150901000165,2315090,out of scope,
SOYBEAN CAKE,24542953000573,874610.703,SANTOS,INDONESIA,2,24542953,BR-5106372,24542953000573,2454295,Branch 2,logistics hub
SOYBEANS,24891718000507,12404717.0,RIO GRANDE,CHINA (MAINLAND),2,24891718,BR-5102686,24891718000507,2489171,Branch 2,logistics hub
SOYBEANS,25142875000159,21070.0,PARANAGUA,CHINA (MAINLAND),4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEAN CAKE,25142875000159,15540.263,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000159,542235271.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000159,750000.0,SAO FRANCISCO DO SUL,JAPAN,4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000159,21036560.0,SAO FRANCISCO DO SUL,PAKISTAN,4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000159,26604976.0,SAO FRANCISCO DO SUL,TAIWAN,4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000159,9600780.0,SAO FRANCISCO DO SUL,VENEZUELA,4,25142875,BR-3550308,25142875000159,2514287,out of scope,
SOYBEANS,25142875000230,214953257.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),4,25142875,BR-4106902,25142875000230,2514287,out of scope,
SOYBEANS,25142875000230,2500000.0,SAO FRANCISCO DO SUL,TAIWAN,4,25142875,BR-4106902,25142875000230,2514287,out of scope,
SOYBEANS,25333824000104,23000.0,SANTOS,ANGOLA,1,25333824,BR-3170107,25333824000104,2533382,Branch 1,logistics hub
SOYBEAN OIL,26280374000100,101729.801,PARANAGUA,INDIA,3,26280374,BR-3118601,26280374000100,2628037,out of scope,
SOYBEANS,26456135000150,17752.0,PARANAGUA,CHINA (MAINLAND),4,26456135,BR-3550308,26456135000150,2645613,out of scope,
SOYBEANS,26611600191,1534496.0,RIO GRANDE,THAILAND,1,26611600,BR-5107040,26611600191,2661160,Branch 1,logistics hub
SOYBEANS,27182806000102,10338433.0,SANTOS,CHINA (MAINLAND),4,27182806,BR-3550308,27182806000102,2718280,out of scope,
SOYBEANS,27515154001144,3381183.0,PARANAGUA,CHINA (MAINLAND),2,27515154,BR-2905701,27515154001144,2751515,Branch 2,logistics hub
SOYBEANS,27515154001225,8000000.0,RIO GRANDE,CHINA (MAINLAND),2,27515154,BR-2906501,27515154001225,2751515,Branch 2,logistics hub
SOYBEAN OIL,27515154001225,1504583.664,PARANAGUA,INDIA,2,27515154,BR-2906501,27515154001225,2751515,Branch 2,logistics hub
SOYBEANS,28284918000129,495350.0,SANTOS,NETHERLANDS,1,28284918,BR-5200134,28284918000129,2828491,Branch 1,logistics hub
SOYBEAN OIL,29332398000145,1031000.0,PARANAGUA,ARGENTINA,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN OIL,29332398000145,107452.882,PARANAGUA,CHINA (MAINLAND),2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,2046692.0,PARANAGUA,CHINA (MAINLAND),2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,21647189.0,SANTOS,CHINA (MAINLAND),2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,13900000.0,SAO FRANCISCO DO SUL,CHINA (MAINLAND),2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,4275000.0,BARCARENA,EUROPEAN UNION,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN OIL,29332398000145,8982618.43,PARANAGUA,INDIA,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000145,40682971.32,SANTOS,INDONESIA,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN OIL,29332398000145,515500.0,PARANAGUA,MALAYSIA,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000145,776425.48,SANTOS,MYANMAR,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000145,332945.985,PARANAGUA,SPAIN,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,80372.0,PARANAGUA,VIETNAM,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEANS,29332398000145,17665925.0,SANTOS,VIETNAM,2,29332398,BR-3550308,29332398000145,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000226,142484.19999999998,SANTOS,ANGOLA,2,29332398,BR-5107602,29332398000226,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000226,44909143.42,SANTOS,INDONESIA,2,29332398,BR-5107602,29332398000226,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000226,29061044.472218744,SANTOS,MYANMAR,2,29332398,BR-5107602,29332398000226,2933239,Branch 2,logistics hub
SOYBEANS,29332398000226,238450.0,SANTOS,SENEGAL,2,29332398,BR-5107602,29332398000226,2933239,Branch 2,logistics hub
SOYBEAN CAKE,29332398000226,4640427.899999999,SANTOS,VIETNAM,2,29332398,BR-5107602,29332398000226,2933239,Branch 2,logistics hub
SOYBEAN CAKE,30927990000179,2632785.313,PARANAGUA,SOUTH KOREA,2,30927990,BR-3304557,30927990000179,3092799,Branch 2,logistics hub
SOYBEAN CAKE,30927990000179,4174207.509125,PARANAGUA,TURKEY,2,30927990,BR-3304557,30927990000179,3092799,Branch 2,logistics hub
SOYBEAN OIL,31172045000177,545605.2,SANTOS,VENEZUELA,4,31172045,BR-1400100,31172045000177,3117204,out of scope,
SOYBEANS,32441636000165,40000000.0,BARCARENA,ALGERIA,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN OIL,32441636000165,5670499.999999999,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,133204483.0019531,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,14390797.0,SAO LUIS,CHINA (MAINLAND),1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,36587648.0,SANTOS,EUROPEAN UNION,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000165,72170.0,PARANAGUA,FRANCE,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN OIL,32441636000165,6332401.999999999,PARANAGUA,INDIA,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,2988272.0,PARANAGUA,IRAN,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,52500000.0,SAO LUIS,JAPAN,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN OIL,32441636000165,618600.0,PARANAGUA,MALAYSIA,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,7000000.0,BARCARENA,MEXICO,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000165,2129328.424,PARANAGUA,SOUTH KOREA,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,40000000.0,PARANAGUA,SOUTH KOREA,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000165,1680529.9999999998,PARANAGUA,TURKEY,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000165,11500000.0,SAO LUIS,TURKEY,1,32441636,BR-3304557,32441636000165,3244163,Branch 1,logistics hub
SOYBEANS,32441636000408,71042312.0,IMBITUBA,CHINA (MAINLAND),1,32441636,BR-3550308,32441636000408,3244163,Branch 1,logistics hub
SOYBEANS,32441636000408,20000000.0,SANTOS,CHINA (MAINLAND),1,32441636,BR-3550308,32441636000408,3244163,Branch 1,logistics hub
SOYBEANS,32441636000408,34000000.0,SANTAREM,MEXICO,1,32441636,BR-3550308,32441636000408,3244163,Branch 1,logistics hub
SOYBEANS,32441636000408,19425000.0,RIO GRANDE,VIETNAM,1,32441636,BR-3550308,32441636000408,3244163,Branch 1,logistics hub
SOYBEANS,32441636000599,61234655.0,SANTOS,CHINA (MAINLAND),1,32441636,BR-3548500,32441636000599,3244163,Branch 1,logistics hub
SOYBEANS,32441636000599,72139000.0,BARCARENA,IRAN,1,32441636,BR-3548500,32441636000599,3244163,Branch 1,logistics hub
SOYBEANS,32441636000599,69343000.0,BARCARENA,SAUDI ARABIA,1,32441636,BR-3548500,32441636000599,3244163,Branch 1,logistics hub
SOYBEANS,32441636000599,69637000.0,SANTOS,SINGAPORE,1,32441636,BR-3548500,32441636000599,3244163,Branch 1,logistics hub
SOYBEANS,32441636000599,15500000.0,SANTOS,THAILAND,1,32441636,BR-3548500,32441636000599,3244163,Branch 1,logistics hub
SOYBEAN OIL,32441636000750,2062000.0,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636000750,47540905.0,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636000750,70400000.0,SANTOS,CHINA (MAINLAND),1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000750,1657534.576,PARANAGUA,FRANCE,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636000750,69720000.0,BARCARENA,GIBRALTAR,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEAN OIL,32441636000750,2268199.9999999995,PARANAGUA,INDIA,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636000750,50720000.0,SAO LUIS,JAPAN,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000750,1546499.9999999998,PARANAGUA,SPAIN,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636000750,206200.0,PARANAGUA,TURKEY,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636000750,7500000.0,PARANAGUA,VIETNAM,1,32441636,BR-4118204,32441636000750,3244163,Branch 1,logistics hub
SOYBEANS,32441636003938,68150000.0,IMBITUBA,CHINA (MAINLAND),1,32441636,BR-4315602,32441636003938,3244163,Branch 1,logistics hub
SOYBEANS,32441636004314,10750000.0,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-5107768,32441636004314,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,341065231.0,SAO LUIS,CHINA (MAINLAND),1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,71500000.0,SAO LUIS,EGYPT,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,22469406.0,SAO LUIS,EUROPEAN UNION,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,66700000.0,BARCARENA,GIBRALTAR,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,71500000.0,SAO LUIS,IRAN,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,68125000.0,SAO LUIS,MAURITIUS,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,66085000.0,SAO LUIS,SAUDI ARABIA,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636004900,17000000.0,SAO LUIS,VIETNAM,1,32441636,BR-2101400,32441636004900,3244163,Branch 1,logistics hub
SOYBEANS,32441636005396,55140309.0,BARCARENA,ALGERIA,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,261811639.0,BARCARENA,CHINA (MAINLAND),4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,4670520.0,BARCARENA,EUROPEAN UNION,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,20444110.0,BARCARENA,MEXICO,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,69358140.0,BARCARENA,NETHERLANDS,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,45916768.0,BARCARENA,SAUDI ARABIA,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,138360000.0,BARCARENA,SINGAPORE,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005396,38280605.0,BARCARENA,TURKEY,4,32441636,BR-1506708,32441636005396,3244163,out of scope,
SOYBEANS,32441636005558,21000000.0,PARANAGUA,CHINA (MAINLAND),1,32441636,BR-4115200,32441636005558,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32441636005558,337137.0,PARANAGUA,FRANCE,1,32441636,BR-4115200,32441636005558,3244163,Branch 1,logistics hub
SOYBEAN CAKE,32450692000166,114960.624,SANTOS,BELGIUM,5,32450692,BR-3548500,32450692000166,3245069,out of scope,
SOYBEAN OIL,33255787000191,1347035.5229999998,PARANAGUA,BANGLADESH,5,33255787,BR-3301702,33255787000191,3325578,out of scope,
